GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index,Career_Category
-0.2917757788994553,0.16933868896927032,-1.2238609735895345,-0.006718614595691855,-1.019750560579575,-0.521345914556538,0.9869737235356216,1.4033236013137076,1.4262813531126943,-0.007873625225123982,-0.006767865454782274,-0.7086420028605095,-1.3978342317136476,-0.7010073280639738,1.0046776065490555,0.40048750425840957,0.007741175343007894,-0.9993829162042586,-0.007681116372454056,-0.575120009773418,3
0.3861963999344611,-1.2259904030183093,1.224405032702044,-1.4129402741591057,-1.019750560579575,1.2160877042721818,0.9869737235356216,0.6980964857950651,1.4262813531126943,-1.4251261657474459,0.7014971239991777,-1.4136804757484802,0.715708034975521,-1.4094931172358731,1.0046776065490555,-1.2447881037870936,1.6470488950387525,-1.6659838385964862,-0.007681116372454056,1.270290268664937,5
1.2457881063282454,-1.2259904030183093,-1.2238609735895345,-1.4129402741591057,-1.019750560579575,0.17362753297494993,-1.0131981998646473,-0.71235774524222,-0.6997936501469946,-0.716499895486285,-0.006767865454782274,-0.0036035299725386423,0.715708034975521,1.4244500394517243,1.0046776065490555,-0.8334692017757178,0.007741175343007894,1.0004198509724245,-1.7076003135549107,0.4694477719528947,3
0.4340701842059371,-0.5283258570245195,0.00027202955625463515,0.696392215186015,-1.019750560579575,-1.216319362088026,-1.0131981998646473,1.4033236013137076,-0.6997936501469946,0.7007526450360371,-0.7150328549087424,-0.0036035299725386423,-0.6933201428172581,0.007478461107925673,-0.9953441715844326,1.2231253082811617,-1.2217396144288009,-0.3327819938120309,-0.007681116372454056,-1.0720482080127358,5
1.5211371770503883,-1.5748226760152042,1.224405032702044,1.399503044967722,-1.019750560579575,-1.56380608585377,-1.0131981998646473,1.4033236013137076,1.4262813531126943,0.7007526450360371,1.409762113453138,1.406473415803403,0.715708034975521,0.007478461107925673,-0.9953441715844326,2.0457631123039133,2.056875824962689,-0.3327819938120309,1.1255983484158505,-1.145303241474014,4
0.40238003230377584,-0.8771581300214144,-1.2238609735895345,-1.4129402741591057,0.9806319688921282,-0.868832638322282,-1.0131981998646473,-1.4175848607608625,0.008898017606235063,1.409378915297198,0.7014971239991777,-0.7086420028605095,0.01119394607913149,1.4244500394517243,1.0046776065490555,-0.42215029976434176,0.4175681052669438,1.6670207733646523,-1.7076003135549107,-0.7434412178472382,3
-0.7139979136376523,-0.1794935840276246,-1.2238609735895345,-0.7098294443773988,0.9806319688921282,-1.56380608585377,0.9869737235356216,-0.71235774524222,0.008898017606235063,1.409378915297198,-0.006767865454782274,-0.0036035299725386423,0.715708034975521,-1.4094931172358731,-0.9953441715844326,0.40048750425840957,0.4175681052669438,-0.9993829162042586,-1.1409605811607586,-1.6861016527750101,1
0.8874411459350997,-0.8771581300214144,0.00027202955625463515,-1.4129402741591057,-1.019750560579575,-1.56380608585377,-1.0131981998646473,-0.007130629723577436,0.7175896853594648,0.7007526450360371,1.409762113453138,1.406473415803403,0.01119394607913149,1.4244500394517243,-0.9953441715844326,1.2231253082811617,1.2372219651148166,1.0004198509724245,-1.7076003135549107,-1.2986281157971142,6
-0.09612216876137356,-0.5283258570245195,1.224405032702044,-1.4129402741591057,0.9806319688921282,-0.521345914556538,-1.0131981998646473,-1.4175848607608625,-1.4084853179002244,-0.716499895486285,-1.4232978443627025,-0.0036035299725386423,0.715708034975521,0.7159642502798251,1.0046776065490555,-1.2447881037870936,-1.2217396144288009,1.0004198509724245,-0.5743208487666063,-0.5277809643757603,0
0.22910732965051092,0.16933868896927032,1.224405032702044,-0.006718614595691855,0.9806319688921282,0.8686009805064379,-1.0131981998646473,-0.007130629723577436,1.4262813531126943,1.409378915297198,1.409762113453138,-1.4136804757484802,0.715708034975521,0.007478461107925673,1.0046776065490555,-0.010831397752965953,2.056875824962689,0.33381892858019685,0.5589586160216982,0.8960075142603039,1
0.3380826872486287,-1.5748226760152042,1.224405032702044,-0.7098294443773988,0.9806319688921282,0.17362753297494993,0.9869737235356216,-0.007130629723577436,1.4262813531126943,-0.716499895486285,0.7014971239991777,-1.4136804757484802,-1.3978342317136476,1.4244500394517243,1.0046776065490555,-1.2447881037870936,0.4175681052669438,1.6670207733646523,0.5589586160216982,0.24982540970164818,2
1.5159841815779194,0.16933868896927032,0.00027202955625463515,-0.7098294443773988,0.9806319688921282,0.17362753297494993,0.9869737235356216,-0.71235774524222,-0.6997936501469946,1.409378915297198,-0.006767865454782274,1.406473415803403,-1.3978342317136476,0.007478461107925673,-0.9953441715844326,1.2231253082811617,-1.2217396144288009,0.33381892858019685,-0.5743208487666063,0.5348226161149131,0
-1.6963087513037256,-0.1794935840276246,1.224405032702044,0.696392215186015,0.9806319688921282,-0.17385919079079404,0.9869737235356216,-0.71235774524222,0.7175896853594648,-0.007873625225123982,0.7014971239991777,1.406473415803403,-0.6933201428172581,0.007478461107925673,-0.9953441715844326,0.40048750425840957,0.4175681052669438,0.33381892858019685,1.1255983484158505,-0.5786769319309902,3
-0.33497345088763014,-0.1794935840276246,1.224405032702044,1.399503044967722,-1.019750560579575,0.8686009805064379,-1.0131981998646473,-0.007130629723577436,-0.6997936501469946,-0.007873625225123982,-0.7150328549087424,1.406473415803403,0.01119394607913149,0.007478461107925673,-0.9953441715844326,0.8118064062697857,-0.8119126845048648,-0.3327819938120309,1.1255983484158505,0.7595262826643434,5
